trait_short	Enrichment	Enrichment_p	Enrichment_p_adj	description	enrichments_list	enrichment_ps_list	colors	logged_enrichments	logged_enrichments_ps	type
100004_irnt.male	14.64414109665143	0.1054692739715625	0.3943341644669248	Fat	14.64414109665143	0.1054692739715625	black	3.8722516741108173	0.9768740435716544	non blood
4194_irnt.female	5.657193907456452	0.1124146784851774	0.4154245586877138	Pulse rate	5.657193907456452	0.1124146784851774	black	2.5000866220213513	0.9491769772998306	non blood
5162_irnt.male	22.588891666112858	0.1125255618932649	0.4154245586877138	6mm regularity index (left)	22.588891666112858	0.1125255618932649	black	4.497541580889298	0.9487488097466478	non blood
4120_irnt.female	4.6071618607796605	0.1147383972657328	0.4186894948440957	Heel broadband ultrasound attenuation (right)	4.6071618607796605	0.1147383972657328	black	2.2038782842113003	0.9402912208951819	non blood
5119_irnt.male	15.830626898331687	0.1148364713286191	0.4186894948440957	3mm cylindrical power (left)	15.830626898331687	0.1148364713286191	black	3.9846464827191395	0.9399201608816778	non blood
23108_irnt.male	3.033696930881326	0.1170894431028022	0.4217760429669922	Impedance of leg (left)	3.033696930881326	0.1170894431028022	black	1.6010769662197568	0.9314822595721963	non blood
100013_irnt.male	-276.7590557597233	0.1171200937029297	0.4217760429669922	Vitamin B12	0.1	0.1171200937029297	black	-3.321928094887362	0.9313685888245408	non blood
23110_irnt.male	3.0117595002316064	0.1184214968419239	0.4238623088183496	Impedance of arm (left)	3.0117595002316064	0.1184214968419239	black	1.590606570250167	0.9265694537583304	non blood
5101_irnt.male	-9.110381857893804	0.1198636570980702	0.426424040706468	6mm weak meridian angle (right)	0.1	0.1198636570980702	black	-3.321928094887362	0.9213124759029898	non blood
30510_irnt.female	3.786684344414693	0.1206012885346179	0.4264635925892814	Creatinine (enzymatic) in urine	3.786684344414693	0.1206012885346179	black	1.9209351640985586	0.9186480520591774	non blood
23109_irnt.male	2.8937396509560624	0.122704745756888	0.4313035075406782	Impedance of arm (right)	2.8937396509560624	0.122704745756888	black	1.5329351287906485	0.9111386400751843	non blood
404_irnt.male	3.5521873002830966	0.1245436420644997	0.4335514201508183	Duration to first press of snap-button in each round	3.5521873002830966	0.1245436420644997	black	1.8287076543415741	0.9046784382341205	non blood
796_irnt.male	75.79818986798688	0.1248214480502356	0.4335514201508183	Distance between home and job workplace	75.79818986798688	0.1248214480502356	black	6.244091490781611	0.9037107834873983	non blood
5163_irnt.female	-42.358432998464735	0.1265218478916368	0.4368724983081812	3mm regularity index (left)	0.1	0.1265218478916368	black	-3.321928094887362	0.8978344737016167	non blood
22503_irnt.female	-88.90151766563538	0.1304246311591476	0.4465476210158925	Years of cough on most days	0.1	0.1304246311591476	black	-3.321928094887362	0.8846403827886307	non blood
30840_irnt.female	6.7260057987399255	0.1310780360542865	0.4465476210158925	Total bilirubin (umol/L)	6.7260057987399255	0.1310780360542865	black	2.7497500226661207	0.8824700742867311	chemistry
23119_irnt.female	2.713783811897023	0.1320988403690225	0.4465476210158925	Arm fat percentage (right)	2.713783811897023	0.1320988403690225	black	1.440305795949502	0.8791009948271464	non blood
21001_irnt.male	2.807453361496602	0.133175556192475	0.4465476210158925	Body mass index (BMI)	2.807453361496602	0.133175556192475	black	1.4892620562157441	0.8755754807581253	non blood
30660_irnt.male	6.171470115546818	0.1333480585777527	0.4465476210158925	Direct bilirubin (umol/L)	6.171470115546818	0.1333480585777527	black	2.6256141969555733	0.8750133028470465	chemistry
100025_irnt.male	37.415985069986355	0.1348816093696737	0.4465476210158925	Vitamin E	37.415985069986355	0.1348816093696737	black	5.2255828530817166	0.870047260808013	non blood
20433_irnt.male	-35.644274917347786	0.1360682067702584	0.4465476210158925	Age at first episode of depression	0.1	0.1360682067702584	black	-3.321928094887362	0.866243338699928	non blood
100008_irnt.female	9.782286834456842	0.1362701983140639	0.4465476210158925	Total sugars	9.782286834456842	0.1362701983140639	black	3.2901717677406674	0.8655991120516551	non blood
30810_irnt.female	4.250427403129801	0.1366118582858646	0.4465476210158925	Phosphate (mmol/L)	4.250427403129801	0.1366118582858646	black	2.087607919220446	0.8645116010601027	chemistry
129_irnt.female.v2	12.335765709574778	0.1378680613779438	0.4465476210158925	Place of birth in UK - north co-ordinate	12.335765709574778	0.1378680613779438	black	3.6247753647305374	0.8605363311689719	non blood
30890_irnt.female	-2.9542683890478787	0.1379483576473136	0.4465476210158925	Vitamin D (nmol/L)	0.1	0.1379483576473136	black	-3.321928094887362	0.8602834656737768	chemistry
5114_irnt.male	-8.60056907485604	0.1384525843694931	0.4465476210158925	6mm cylindrical power angle (right)	0.1	0.1384525843694931	black	-3.321928094887362	0.8586989332594339	non blood
23123_irnt.female	2.647856658402858	0.1404308034892141	0.4477627548010064	Arm fat percentage (left)	2.647856658402858	0.1404308034892141	black	1.404825024030042	0.852537619285462	non blood
100015_irnt.female	-17.630736674464508	0.1421658632253704	0.4477627548010064	Vitamin C	0.1	0.1421658632253704	black	-3.321928094887362	0.8472046735967125	non blood
100016_irnt.female	17.60629382614121	0.1433832759856231	0.4477627548010064	Potassium	17.60629382614121	0.1433832759856231	black	4.138019344693981	0.8435015011837285	non blood
23128_irnt.male	2.9425113885526746	0.1438777237549488	0.4477627548010064	Trunk fat mass	2.9425113885526746	0.1438777237549488	black	1.5570479990111015	0.842006441638104	non blood
3894_irnt.male	63.624586282774715	0.1440219452092091	0.4477627548010064	Age heart attack diagnosed	63.624586282774715	0.1440219452092091	black	5.991512465019039	0.8415713276470256	non blood
30800_irnt.male	-76.56140071738254	0.1444006441368892	0.4477627548010064	Oestradiol (pmol/L)	0.1	0.1444006441368892	black	-3.321928094887362	0.8404308694777881	chemistry
23104_irnt.male	2.7382988906931174	0.1447658792364672	0.4477627548010064	Body mass index (BMI)	2.7382988906931174	0.1447658792364672	black	1.4532799281831996	0.8393337876244417	non blood
20455_irnt.female	-188.39338160425126	0.1449317264262201	0.4477627548010064	Age when last took cannabis	0.1	0.1449317264262201	black	-3.321928094887362	0.8388365344486504	non blood
5106_irnt.female	-7.425113725976187	0.1516059476239699	0.4622676688942749	6mm strong meridian angle (right)	0.1	0.1516059476239699	black	-3.321928094887362	0.8192837606458986	non blood
1807_irnt.female	-5.755586548375652	0.1524335480045223	0.4622676688942749	Father's age at death	0.1	0.1524335480045223	black	-3.321928094887362	0.8169194417244137	non blood
23128_irnt.female	2.6031115355565584	0.1526507712598905	0.4622676688942749	Trunk fat mass	2.6031115355565584	0.1526507712598905	black	1.380237128241059	0.8163009971100401	non blood
4105_irnt.female	3.9404317588667377	0.1539325450473661	0.4622676688942749	Heel bone mineral density (BMD) (left)	3.9404317588667377	0.1539325450473661	black	1.978353716546835	0.8126695501475282	non blood
4195_irnt.male	8.677849297121499	0.1542347190787177	0.4622676688942749	Pulse wave reflection index	8.677849297121499	0.1542347190787177	black	3.1173375319735843	0.8118178532171493	non blood
4080_irnt.female	3.603336811814328	0.1543517258999623	0.4622676688942749	Systolic blood pressure, automated reading	3.603336811814328	0.1543517258999623	black	1.8493335099450205	0.8114885100455765	non blood
100007_irnt.female	48.22478617924772	0.1560670433122018	0.4647937857581702	Polyunsaturated fat	48.22478617924772	0.1560670433122018	black	5.591702936503933	0.8066887972500426	non blood
5085_irnt.female	-1.799376518800925	0.1567788238162141	0.4647937857581702	Spherical power (left)	0.1	0.1567788238162141	black	-3.321928094887362	0.804712598034483	non blood
5088_irnt.male	-13.358587837589214	0.1580663673836279	0.4662095785799884	Astigmatism angle (right)	0.1	0.1580663673836279	black	-3.321928094887362	0.8011605273703778	non blood
21002_irnt.male	3.075269371357118	0.1594519543215316	0.4662095785799884	Weight	3.075269371357118	0.1594519543215316	black	1.620712785638997	0.7973701534617516	non blood
4106_irnt.female	3.8770005299154464	0.1603337137706235	0.4662095785799884	Heel bone mineral density (BMD) T-score, automated (left)	3.8770005299154464	0.1603337137706235	black	1.9549409322792752	0.7949751478575574	non blood
4104_irnt.female	3.8763009322226476	0.1604332791706263	0.4662095785799884	Heel quantitative ultrasound index (QUI), direct entry (left)	3.8763009322226476	0.1604332791706263	black	1.9546805770926012	0.7947055396612657	non blood
46_irnt.male	3.0402950545883187	0.1620224695429295	0.4685083232596041	Hand grip strength (left)	3.0402950545883187	0.1620224695429295	black	1.6042113411475758	0.7904247526066376	non blood
12338_irnt.male	140.47650524922562	0.1680896312072148	0.4820496923758201	P duration	140.47650524922562	0.1680896312072148	black	7.1341850490834835	0.7744590756644991	non blood
914_irnt.female	18.64583891623715	0.1687669834983026	0.4820496923758201	Duration of vigorous activity	18.64583891623715	0.1687669834983026	black	4.220781803399702	0.7727125120171864	non blood
30850_irnt.female	6.332301365983929	0.1691690572903219	0.4820496923758201	Testosterone (nmol/L)	6.332301365983929	0.1691690572903219	black	2.662729917645714	0.771679070830023	chemistry
5255_irnt.male	-4.145649548939272	0.1737362488065323	0.4926723577267365	Intra-ocular pressure, Goldmann-correlated (right)	0.1	0.1737362488065323	black	-3.321928094887362	0.7601095597092465	non blood
5102_irnt.female	10.563673977983454	0.1800483096088876	0.5035811553744021	6mm weak meridian angle (left)	10.563673977983454	0.1800483096088876	black	3.4010397769305527	0.7446109516655287	non blood
5257_irnt.male	-3.0865860394623112	0.1811956654718503	0.5035811553744021	Corneal resistance factor (right)	0.1	0.1811956654718503	black	-3.321928094887362	0.7418521956447071	non blood
3063_irnt.male	2.7154064708985017	0.1814199819633656	0.5035811553744021	Forced expiratory volume in 1-second (FEV1)	2.7154064708985017	0.1814199819633656	black	1.4411681721206269	0.7413148805697473	non blood
49_irnt.male	2.9057215517972272	0.1828428690402385	0.5035811553744021	Hip circumference	2.9057215517972272	0.1828428690402385	black	1.538896459650591	0.7379219726891598	non blood
5264_irnt.female	-3.3456204877370253	0.1831357493174382	0.5035811553744021	Corneal hysteresis (left)	0.1	0.1831357493174382	black	-3.321928094887362	0.7372268702486391	non blood
23100_irnt.male	2.710593027248004	0.1837140970089161	0.5035811553744021	Whole body fat mass	2.710593027248004	0.1837140970089161	black	1.4386085209049642	0.7358575175195214	non blood
23098_irnt.male	2.9611251187135244	0.1851464694738041	0.5035811553744021	Weight	2.9611251187135244	0.1851464694738041	black	1.5661454511145532	0.7324845650223918	non blood
24004_irnt.male	-5.269243035902258	0.1858448868559047	0.5035811553744021	Nitrogen oxides air pollution; 2010	0.1	0.1858448868559047	black	-3.321928094887362	0.7308493831332985	non blood
23102_irnt.male	3.2437517785719034	0.1863153721720934	0.5035811553744021	Whole body water mass	3.2437517785719034	0.1863153721720934	black	1.6976634245105682	0.7297513116410642	non blood
4195_irnt.female	9.524672601421225	0.1865483325053444	0.5035811553744021	Pulse wave reflection index	9.524672601421225	0.1865483325053444	black	3.2516695026401976	0.7292086286224239	non blood
5113_irnt.female	10.570933105294664	0.1870199180095735	0.5035811553744021	6mm cylindrical power angle (left)	10.570933105294664	0.1870199180095735	black	3.402030825152422	0.7281121377362527	non blood
23099_irnt.female	2.4609896871963715	0.1909913473813188	0.5117110781071569	Body fat percentage	2.4609896871963715	0.1909913473813188	black	1.2992386121797272	0.7189863074625698	non blood
20023_irnt.male	3.3061999155179067	0.19240534083466299	0.5117110781071569	Mean time to correctly identify matches	3.3061999155179067	0.19240534083466299	black	1.7251739625026605	0.7157828768780913	non blood
23124_irnt.male	2.7564909650397715	0.1926544263401732	0.5117110781071569	Arm fat mass (left)	2.7564909650397715	0.1926544263401732	black	1.4628328727101134	0.715221008384545	non blood
5112_irnt.female	-11.845264855453575	0.1964522416783903	0.5194480444379058	3mm cylindrical power angle (left)	0.1	0.1964522416783903	black	-3.321928094887362	0.7067430111738824	non blood
100006_irnt.male	18.180690578158824	0.1976469330116112	0.5202634514700258	Saturated fat	18.180690578158824	0.1976469330116112	black	4.1843350950114155	0.7041099204379736	non blood
23112_irnt.male	2.540717194813249	0.2011313329263712	0.5259045215123858	Leg fat mass (right)	2.540717194813249	0.2011313329263712	black	1.3452357991036692	0.6965202682543693	non blood
23101_irnt.male	3.166883369689552	0.2024286325885023	0.5259045215123858	Whole body fat-free mass	3.166883369689552	0.2024286325885023	black	1.6630637366212822	0.6937280585530241	non blood
23116_irnt.male	2.524243984940328	0.2024777203778521	0.5259045215123858	Leg fat mass (left)	2.524243984940328	0.2024777203778521	black	1.3358513631142601	0.6936227573840417	non blood
100009_irnt.female	-21.234520192732973	0.2041532325669937	0.5275558568645586	Englyst dietary fibre	0.1	0.2041532325669937	black	-3.321928094887362	0.6900437390576968	non blood
30790_irnt.male	-76.38552087960214	0.2049109631433039	0.5275558568645586	Lipoprotein A (nmol/L)	0.1	0.2049109631433039	black	-3.321928094887362	0.6884348053602924	chemistry
23105_irnt.male	3.1073575106596936	0.2063438505687927	0.5289250667418398	Basal metabolic rate	3.1073575106596936	0.2063438505687927	black	1.6356882373347863	0.6854084693784487	non blood
24022_irnt.male	-27.8922441039402	0.2092595936801421	0.5302100111276004	Average night-time sound level of noise pollution	0.1	0.2092595936801421	black	-3.321928094887362	0.6793146222864946	non blood
24023_irnt.male	-27.43758804229419	0.2105103281646683	0.5302100111276004	Average 16-hour sound level of noise pollution	0.1	0.2105103281646683	black	-3.321928094887362	0.6767265917290837	non blood
24020_irnt.male	-27.626876928571445	0.210715912852275	0.5302100111276004	Average daytime sound level of noise pollution	0.1	0.210715912852275	black	-3.321928094887362	0.67630266608634515	non blood
30890_irnt.male	-3.0042296708603566	0.2119565311702884	0.5302100111276004	Vitamin D (nmol/L)	0.1	0.2119565311702884	black	-3.321928094887362	0.6737531966587922	chemistry
22507_irnt.female	32.34392363847111	0.21201962913032302	0.5302100111276004	Age of stopping smoking	32.34392363847111	0.21201962913032302	black	5.015422797521026	0.6736239295035574	non blood
24024_irnt.male	-26.805425384489713	0.2131771902119181	0.5302100111276004	Average 24-hour sound level of noise pollution	0.1	0.2131771902119181	black	-3.321928094887362	0.671259266320204	non blood
24021_irnt.male	-27.902202858676624	0.2136727168412025	0.5302100111276004	Average evening sound level of noise pollution	0.1	0.2136727168412025	black	-3.321928094887362	0.670250927914346	non blood
5103_irnt.female	-11.285979381099153	0.2150459523203598	0.5302100111276004	3mm weak meridian angle (left)	0.1	0.2150459523203598	black	-3.321928094887362	0.6674687274948042	non blood
100019_irnt.female	-84.21065174850195	0.21543595215709271	0.5302100111276004	Carotene	0.1	0.21543595215709271	black	-3.321928094887362	0.6666818195127794	non blood
23117_irnt.male	3.009019476272341	0.2158776706294659	0.5302100111276004	Leg fat-free mass (left)	3.009019476272341	0.2158776706294659	black	1.5892934447339238	0.6657922767205311	non blood
5086_irnt.female	-30.368188499660977	0.2190238549960491	0.5355024908882041	Cylindrical power (left)	0.1	0.2190238549960491	black	-3.321928094887362	0.6595085813747474	non blood
23129_irnt.male	3.1381182447714018	0.2215672832087793	0.5355024908882041	Trunk fat-free mass	3.1381182447714018	0.2215672832087793	black	1.6498997142981462	0.654494367458393	non blood
23130_irnt.male	3.1388066175548643	0.2223574819729307	0.5355024908882041	Trunk predicted mass	3.1388066175548643	0.2223574819729307	black	1.6502161469548207	0.6529482526558438	non blood
100023_irnt.male	-14.898736218185078	0.2236121469968696	0.5355024908882041	Starch	0.1	0.2236121469968696	black	-3.321928094887362	0.6505046085207401	non blood
5208_irnt.female	17.286341685045677	0.2256824647558463	0.5355024908882041	logMAR, final (left)	17.286341685045677	0.2256824647558463	black	4.111560678079351	0.6465021837473286	non blood
23118_irnt.male	2.9711107499371407	0.225987167916849	0.5355024908882041	Leg predicted mass (left)	2.9711107499371407	0.225987167916849	black	1.5710023834995264	0.6459162204150861	non blood
30620_irnt.female	4.389959729722048	0.2261090551797884	0.5355024908882041	Alanine aminotransferase (U/L)	4.389959729722048	0.2261090551797884	black	2.1342077055928046	0.6456820447494331	chemistry
102_irnt.female	3.2934914584168524	0.2272441832255192	0.5355024908882041	Pulse rate, automated reading	3.2934914584168524	0.2272441832255192	black	1.719617808537405	0.6435072246093645	non blood
30790_irnt.female	46.44673512657962	0.2279264968249477	0.5355024908882041	Lipoprotein A (nmol/L)	46.44673512657962	0.2279264968249477	black	5.537505283912166	0.6422051844468363	chemistry
93_irnt.male	-18.399608201256534	0.2282887955071425	0.5355024908882041	Systolic blood pressure, manual reading	0.1	0.2282887955071425	black	-3.321928094887362	0.6415154033097309	non blood
3143_irnt.male	3.046583455855875	0.2286602214097554	0.5355024908882041	Ankle spacing width	3.046583455855875	0.2286602214097554	black	1.607192261018375	0.6408093803203176	non blood
22643_irnt.female	-862.1015318213011	0.2298886202692793	0.5355024908882041	Number of night shifts worked monthly during mixed shift periods	0.1	0.2298886202692793	black	-3.321928094887362	0.6384825262364907	non blood
3143_irnt.female	2.9037355398110867	0.2298920403813074	0.5355024908882041	Ankle spacing width	2.9037355398110867	0.2298920403813074	black	1.5379100646363972	0.6384760651740388	non blood
4609_irnt.male	-30.4695403287708	0.2363174794470366	0.5482939147644683	Longest period of depression	0.1	0.2363174794470366	black	-3.321928094887362	0.6265041541753262	non blood
20075_irnt.female	5.767971315817871	0.2416233381617714	0.5583972421297629	Home location at assessment - north co-ordinate (rounded)	5.767971315817871	0.2416233381617714	black	2.5280639900589352	0.6168611199459232	non blood
5089_irnt.male	36.50368886922517	0.2461303352432655	0.5629492856028093	Astigmatism angle (left)	36.50368886922517	0.2461303352432655	black	5.189970357357454	0.6088348567691257	non blood
699_irnt.male	7.391591199490001	0.2467028902948392	0.5629492856028093	Length of time at current address	7.391591199490001	0.2467028902948392	black	2.8858849690405957	0.6078257624204921	non blood
400_irnt.male	-0.49523028777060096	0.2471771015970377	0.5629492856028093	Time to complete round	0.1	0.2471771015970377	black	-3.321928094887362	0.6069917646134451	non blood
5109_irnt.female	-7.656724687464353	0.2474291578969758	0.5629492856028093	6mm asymmetry angle (right)	0.1	0.2474291578969758	black	-3.321928094887362	0.6065491229461912	non blood
5087_irnt.female	-15.105515131020649	0.2511429002717812	0.5691925963688632	Cylindrical power (right)	0.1	0.2511429002717812	black	-3.321928094887362	0.60007909469484	non blood
23107_irnt.male	2.475306229662944	0.2556194698662849	0.5741920504785646	Impedance of leg (right)	2.475306229662944	0.2556194698662849	black	1.3076070175909675	0.5924060701792861	non blood
12336_irnt.female	-30.91829285455936	0.2574346381397476	0.5741920504785646	Ventricular rate	0.1	0.2574346381397476	black	-3.321928094887362	0.5893330186559008	non blood
23122_irnt.male	2.8669082600668068	0.2583547538284673	0.5741920504785646	Arm predicted mass (right)	2.8669082600668068	0.2583547538284673	black	1.5194957396449644	0.5877835428565553	non blood
6033_irnt.male	-7.320507223261178	0.2587389939853659	0.5741920504785646	Maximum heart rate during fitness test	0.1	0.2587389939853659	black	-3.321928094887362	0.5871381147836539	non blood
100011_irnt.male	-10.538455364004411	0.2594588875535054	0.5741920504785646	Iron	0.1	0.2594588875535054	black	-3.321928094887362	0.58593144830944	non blood
23115_irnt.male	2.233756096240275	0.2601824933036927	0.5741920504785646	Leg fat percentage (left)	2.233756096240275	0.2601824933036927	black	1.1594716665935085	0.5847219288251148	non blood
5162_irnt.female	-9.644536023912439	0.2601960569459935	0.5741920504785646	6mm regularity index (left)	0.1	0.2601960569459935	black	-3.321928094887362	0.5846992890948481	non blood
100014_irnt.female	-15.918416477458342	0.2657609265166665	0.5821893290384548	Folate	0.1	0.2657609265166665	black	-3.321928094887362	0.5755088708184248	non blood
30870_irnt.female	3.7249400353808353	0.2666763033340216	0.5821893290384548	Triglycerides (mmol/L)	3.7249400353808353	0.2666763033340216	black	1.8972172010499604	0.5740155736933281	chemistry
23127_irnt.male	2.381025315407572	0.2667954506155781	0.5821893290384548	Trunk fat percentage	2.381025315407572	0.2667954506155781	black	1.2515829596333647	0.5738215802629691	non blood
22702_irnt.male	29.606025626472825	0.2679983794942854	0.5826483287523908	Home location - east co-ordinate (rounded)	29.606025626472825	0.2679983794942854	black	4.8878189280634095	0.571867832011575	non blood
23120_irnt.male	2.4741745321903665	0.2707727379824861	0.5865077387295916	Arm fat mass (right)	2.4741745321903665	0.2707727379824861	black	1.3069472738972407	0.5673950635458965	non blood
23114_irnt.male	2.8049961807362007	0.273440479248957	0.5888086523856367	Leg predicted mass (right)	2.8049961807362007	0.273440479248957	black	1.4879988064716103	0.5631371934508871	non blood
24024_irnt.female	10.453775792595883	0.2744135305855236	0.5888086523856367	Average 24-hour sound level of noise pollution	10.453775792595883	0.2744135305855236	black	3.3859522174211305	0.5615944785565532	non blood
24023_irnt.female	10.440000188036482	0.2753486752690335	0.5888086523856367	Average 16-hour sound level of noise pollution	10.440000188036482	0.2753486752690335	black	3.384049832779767	0.5601170086133604	non blood
23113_irnt.male	2.7878990817031903	0.2779929419738532	0.5888086523856367	Leg fat-free mass (right)	2.7878990817031903	0.2779929419738532	black	1.4791783384798394	0.5559662303435089	non blood
5262_irnt.male	-4.2821861820488385	0.2784721269263286	0.5888086523856367	Intra-ocular pressure, corneal-compensated (left)	0.1	0.2784721269263286	black	-3.321928094887362	0.555218268094874	non blood
23121_irnt.male	2.7766167824657684	0.2785981958602986	0.5888086523856367	Arm fat-free mass (right)	2.7766167824657684	0.2785981958602986	black	1.4733280759012166	0.5550217002970297	non blood
24022_irnt.female	10.28859119173458	0.2804545107288461	0.5888086523856367	Average night-time sound level of noise pollution	10.28859119173458	0.2804545107288461	black	3.3629735436066412	0.5521375705630281	non blood
24020_irnt.female	10.266940544679072	0.28093585481470695	0.5888086523856367	Average daytime sound level of noise pollution	10.266940544679072	0.28093585481470695	black	3.35993443052601	0.5513928298462512	non blood
23099_irnt.male	2.2723095312499217	0.2817250679578217	0.5888086523856367	Body fat percentage	2.2723095312499217	0.2817250679578217	black	1.184159370398495	0.5501745076774077	non blood
5262_irnt.female	5.974431835080209	0.2824973252276753	0.5888086523856367	Intra-ocular pressure, corneal-compensated (left)	5.974431835080209	0.2824973252276753	black	2.578801520175075	0.5489856598599775	non blood
24021_irnt.female	10.258205670099027	0.2833993509521944	0.5888086523856367	Average evening sound level of noise pollution	10.258205670099027	0.2833993509521944	black	3.358706496666897	0.5476011487187745	non blood
20153_irnt.male	3.2512388967904724	0.2850147260217075	0.5888086523856367	Forced expiratory volume in 1-second (FEV1), predicted	3.2512388967904724	0.2850147260217075	black	1.7009895672716342	0.545132700466062	non blood
46_irnt.female	2.562002834519656	0.2867897613717479	0.5888086523856367	Hand grip strength (left)	2.562002834519656	0.2867897613717479	black	1.3572720718330291	0.5424363573944901	non blood
24007_irnt.female	-452.27418067040765	0.2869093142685807	0.5888086523856367	Particulate matter air pollution (pm2.5) absorbance; 2010	0.1	0.2869093142685807	black	-3.321928094887362	0.5422553525215655	non blood
3761_irnt.female	6.868481671095261	0.2871842152627157	0.5888086523856367	Age hay fever, rhinitis or eczema diagnosed	6.868481671095261	0.2871842152627157	black	2.779991215830126	0.5418394342510883	non blood
2867_irnt.male	-5.4991302096232495	0.2896468747627804	0.5888086523856367	Age started smoking in former smokers	0.1	0.2896468747627804	black	-3.321928094887362	0.538131153098297	non blood
24016_irnt.female	-7.148286302172142	0.2903591402853751	0.5888086523856367	Nitrogen dioxide air pollution; 2005	0.1	0.2903591402853751	black	-3.321928094887362	0.5370644981547791	non blood
1807_irnt.male	-3.9038320403775915	0.2907496475189197	0.5888086523856367	Father's age at death	0.1	0.2907496475189197	black	-3.321928094887362	0.536480803102286	non blood
20433_irnt.female	-34.547999593159105	0.2908935420644543	0.5888086523856367	Age at first episode of depression	0.1	0.2908935420644543	black	-3.321928094887362	0.5362659201310908	non blood
100005_irnt.female	8.688296554289707	0.2925221333649524	0.5900704202241479	Carbohydrate	8.688296554289707	0.2925221333649524	black	3.119073346938479	0.5338412679250492	non blood
796_irnt.female	-7.668861292706809	0.2952783075502783	0.5935902963425115	Distance between home and job workplace	0.1	0.2952783075502783	black	-3.321928094887362	0.5297684570554279	non blood
30820_irnt.female	93.1782549942544	0.3003476618751866	0.6000892939237847	Rheumatoid factor (IU/ml)	93.1782549942544	0.3003476618751866	black	6.541921407360897	0.5223757445678225	chemistry
23125_irnt.male	2.7589805497210858	0.3011016852782971	0.6000892939237847	Arm fat-free mass (left)	2.7589805497210858	0.3011016852782971	black	1.4641352860062113	0.5212868137166773	non blood
22704_irnt.male	8.564615377248655	0.3015780949020724	0.6000892939237847	Home location - north co-ordinate (rounded)	8.564615377248655	0.3015780949020724	black	3.0983884587091035	0.5206002065975045	non blood
30530_irnt.female	2.626929069975663	0.3029306157039468	0.6007171581304851	Sodium in urine	2.626929069975663	0.3029306157039468	black	1.3933772466170087	0.5186568324467126	non blood
22501_irnt.male	4.759474556239728	0.3039403679126986	0.6007171581304851	Year ended full time education	4.759474556239728	0.3039403679126986	black	2.2508023094680643	0.5172116151637225	non blood
20127_irnt.female	2.5301227303562053	0.3050210946689127	0.6008301428545362	Neuroticism score	2.5301227303562053	0.3050210946689127	black	1.3392073683906331	0.5156701246482626	non blood
100003_irnt.female	28.42741366779725	0.3087625096802713	0.6061658634860176	Protein	28.42741366779725	0.3087625096802713	black	4.829210943168558	0.5103754376997189	non blood
100019_irnt.male	-24.991080151286532	0.3105594953645981	0.6076614125967303	Carotene	0.1	0.3105594953645981	black	-3.321928094887362	0.5078551876504203	non blood
4124_irnt.female	3.1253040110445656	0.3126638520545393	0.6097464490233042	Heel bone mineral density (BMD) (right)	3.1253040110445656	0.3126638520545393	black	1.643996533420711	0.5049223258587777	non blood
4609_irnt.female	-12.68548269158386	0.3145111017311336	0.6113179361462763	Longest period of depression	0.1	0.3145111017311336	black	-3.321928094887362	0.502364020058217	non blood
30880_irnt.female	2.8117352734660095	0.3171405848429094	0.6115542564947529	Urate (umol/L)	2.8117352734660095	0.3171405848429094	black	1.4914607702154994	0.49874817725553133	chemistry
48_irnt.female	2.173586679738092	0.3187943911740579	0.6115542564947529	Waist circumference	2.173586679738092	0.3187943911740579	black	1.1200776295174457	0.4964893281278223	non blood
4125_irnt.female	3.083005813724267	0.318928781410038	0.6115542564947529	Heel bone mineral density (BMD) T-score, automated (right)	3.083005813724267	0.318928781410038	black	1.6243376099845825	0.49630628651578457	non blood
4123_irnt.female	3.0822899690479373	0.3190959022326537	0.6115542564947529	Heel quantitative ultrasound index (QUI), direct entry (right)	3.0822899690479373	0.3190959022326537	black	1.6240025909990816	0.49607877289572005	non blood
20016_irnt.female	2.8304903197623736	0.3203178402034866	0.6115542564947529	Fluid intelligence score	2.8304903197623736	0.3203178402034866	black	1.5010519896709262	0.49441887249395117	non blood
5983_irnt.male	-4.398571085800087	0.3223165256590237	0.6115542564947529	ECG, heart rate	0.1	0.3223165256590237	black	-3.321928094887362	0.49171742697748017	non blood
100006_irnt.female	-164.66225954947006	0.3227062138593334	0.6115542564947529	Saturated fat	0.1	0.3227062138593334	black	-3.321928094887362	0.4911926719718688	non blood
30500_irnt.female	10.170450794210307	0.3233335215303274	0.6115542564947529	Microalbumin in urine	10.170450794210307	0.3233335215303274	black	3.3463117213943034	0.4903492676712766	non blood
22644_irnt.male	-77.80187997542484	0.3251559089721813	0.6115542564947529	Consecutive night shifts during mixed shift periods	0.1	0.3251559089721813	black	-3.321928094887362	0.48790834926581916	non blood
5201_irnt.female	-7.1613347963931595	0.3259196820598248	0.6115542564947529	logMAR, final (right)	0.1	0.3259196820598248	black	-3.321928094887362	0.4868894120053342	non blood
2966_irnt.male	6.337005157404714	0.3260928147919211	0.6115542564947529	Age high blood pressure diagnosed	6.337005157404714	0.3260928147919211	black	2.6638011896771276	0.48665877043844236	non blood
84_irnt.male	-56.27188798806152	0.3291432967787681	0.6153092841055314	Cancer year/age first occurred	0.1	0.3291432967787681	black	-3.321928094887362	0.4826149851765986	non blood
100004_irnt.female	-1328.3594181191154	0.3340716032358689	0.6225397812681113	Fat	0.1	0.3340716032358689	black	-3.321928094887362	0.4761604387051714	non blood
